# time[BJD] normflux normfluxerr
2458241.624298 0.989274 0.005586
2458241.624955 0.991495 0.005611
2458241.625701 0.998605 0.005665
2458241.626362 0.988090 0.005634
2458241.627109 0.989629 0.005662
2458241.627769 0.991155 0.005698
2458241.628429 0.995101 0.005735
2458241.629088 0.996013 0.005768
2458241.629745 0.996959 0.005781
2458241.630404 1.004903 0.005845
2458241.631060 0.999164 0.005825
2458241.631720 1.004393 0.005870
2458241.632381 1.006641 0.005903
2458241.633042 1.006114 0.005924
2458241.633696 1.009813 0.005972
2458241.634356 1.007622 0.005978
2458241.635010 1.005574 0.005999
2458241.635682 1.006610 0.006025
2458241.636352 1.008049 0.006043
2458241.637012 1.001677 0.006034
2458241.637672 0.997221 0.006002
2458241.638464 1.001665 0.006045
2458241.639125 1.006651 0.006092
2458241.639786 1.008873 0.006110
2458241.640538 1.000360 0.006067
2458241.641213 1.000183 0.006078
2458241.641999 1.010250 0.006131
2458241.642662 1.007915 0.006113
2458241.643411 1.003944 0.006113
2458241.644089 1.000755 0.006126
2458241.644768 1.005109 0.006191
2458241.645557 1.009746 0.006256
2458241.646215 1.014583 0.006313
2458241.646993 1.017641 0.006347
2458241.647655 1.015288 0.006347
2458241.648313 1.017237 0.006370
2458241.648974 1.014775 0.006370
2458241.649635 1.023142 0.006441
2458241.650291 1.010173 0.006378
2458241.650947 1.007453 0.006375
2458241.651608 1.005848 0.006369
2458241.652264 1.022093 0.006490
2458241.652919 1.014637 0.006471
2458241.653581 1.005106 0.006417
2458241.654240 1.012591 0.006472
2458241.654903 1.008396 0.006458
2458241.655565 1.015774 0.006524
2458241.656236 1.017882 0.006563
2458241.656892 1.018585 0.006594
2458241.657547 1.007929 0.006550
2458241.658316 1.013104 0.006613
2458241.659069 1.010716 0.006621
2458241.659733 1.015104 0.006684
2458241.660391 1.014267 0.006715
2458241.661170 1.010549 0.006722
2458241.661937 0.989768 0.006611
2458241.662604 1.017606 0.006822
2458241.663261 1.013717 0.006810
2458241.663927 1.011733 0.006797
2458241.664608 1.020704 0.006890
2458241.665260 1.016861 0.006889
2458241.665918 1.016239 0.006907
2458241.666579 1.013035 0.006910
2458241.667241 1.012186 0.006922
2458241.667901 1.008020 0.006922
2458241.668680 1.009213 0.006974
2458241.669452 1.017841 0.007067
2458241.670250 1.012430 0.007052
2458241.671021 1.011520 0.007090
2458241.671684 1.013015 0.007147
2458241.672339 1.013504 0.007190
2458241.672996 1.015297 0.007235
2458241.673821 1.012627 0.007268
2458241.674574 1.016404 0.007325
2458241.675228 1.000328 0.007237
2458241.675884 1.007148 0.007340
2458241.676543 1.005493 0.007366
2458241.677203 1.006112 0.007409
2458241.677857 1.018382 0.007532
2458241.678512 1.015454 0.007556
2458241.679169 1.015519 0.007620
2458241.679822 1.018682 0.007705
2458241.680481 1.008507 0.007664
2458241.681137 1.012328 0.007739
2458241.681800 1.000530 0.007694
2458241.682462 1.017103 0.007902
2458241.683117 1.010092 0.007888
2458241.683776 1.005621 0.007867
2458242.455521 0.999441 0.011895
2458242.456274 0.999122 0.010918
2458242.456932 0.977169 0.009922
2458242.457586 0.988648 0.009338
2458242.458339 0.987921 0.008596
2458242.459000 0.987218 0.008010
2458242.459658 0.987047 0.007476
2458242.460317 1.007469 0.007139
2458242.460976 1.009284 0.006707
2458242.461730 0.995038 0.006169
2458242.462389 0.996028 0.005842
2458242.463045 0.998616 0.005559
2458242.463704 1.000925 0.005315
2458242.464456 0.997072 0.005035
2458242.465115 0.999547 0.004852
2458242.465775 0.994074 0.004658
2458242.466548 0.994472 0.004499
2458242.467207 0.997962 0.004407
2458242.467960 1.000998 0.004315
2458242.468620 0.993902 0.004214
2458242.469279 0.997059 0.004168
2458242.470031 0.992009 0.004093
2458242.470689 0.997367 0.004076
2458242.471348 0.998648 0.004056
2458242.472007 1.004081 0.004047
2458242.472762 0.995693 0.003985
2458242.473420 0.998941 0.003994
2458242.474080 1.001873 0.003988
2458242.474740 1.004681 0.003997
2458242.475397 1.003223 0.003993
2458242.476056 1.001031 0.003983
2458242.476836 0.997997 0.003964
2458242.477496 1.000978 0.003964
2458242.478156 1.002052 0.003956
2458242.478817 0.998075 0.003937
2458242.479476 1.004618 0.003965
2458242.480229 1.000989 0.003948
2458242.480881 0.995661 0.003931
2458242.481539 1.002786 0.003962
2458242.482200 1.002545 0.003954
2458242.482859 1.002885 0.003947
2458242.483517 1.004150 0.003953
2458242.484175 1.008039 0.003960
2458242.484926 1.007536 0.003961
2458242.485584 1.009469 0.003979
2458242.486244 1.014718 0.003995
2458242.486903 1.009850 0.003977
2458242.487561 1.008153 0.003974
2458242.488336 1.013722 0.004001
2458242.488994 1.007192 0.003975
2458242.489652 1.011775 0.004002
2458242.490314 1.014404 0.004027
2458242.490973 1.016768 0.004034
2458242.491633 1.017913 0.004045
2458242.492293 1.012925 0.004022
2458242.492954 1.012780 0.004023
2458242.493614 1.018831 0.004054
2458242.494270 1.020895 0.004071
2458242.494928 1.012928 0.004035
2458242.495680 1.007199 0.004019
2458242.496340 1.009638 0.004031
2458242.496998 1.012249 0.004035
2458242.497658 1.013144 0.004027
2458242.498316 1.015548 0.004030
2458242.498975 1.014108 0.004018
2458242.499635 1.020870 0.004041
2458242.500294 1.016054 0.004011
2458242.500955 1.021943 0.004025
2458242.501612 1.019282 0.004002
2458242.502366 1.022364 0.004012
2458242.503025 1.018105 0.003997
2458242.503686 1.020864 0.004011
2458242.504347 1.021738 0.004030
2458242.505009 1.022521 0.004040
2458242.505674 1.022117 0.004040
2458242.506336 1.020566 0.004042
2458242.506999 1.019015 0.004040
2458242.507661 1.023013 0.004057
2458242.508323 1.021206 0.004056
2458242.508990 1.018808 0.004048
2458242.509653 1.019786 0.004061
2458242.510315 1.016195 0.004054
2458242.510967 1.023054 0.004090
2458242.511629 1.021971 0.004079
2458242.512290 1.020428 0.004078
2458242.512953 1.021225 0.004088
2458242.513615 1.017528 0.004074
2458242.514277 1.025515 0.004109
2458242.514943 1.024211 0.004108
2458242.515606 1.030544 0.004139
2458242.516266 1.026572 0.004130
2458242.516930 1.019100 0.004098
2458242.517596 1.020898 0.004088
2458242.518252 1.028080 0.004115
2458242.518905 1.019999 0.004079
2458242.519682 1.021944 0.004089
2458242.520344 1.012896 0.004061
2458242.521005 1.022041 0.004100
2458242.521667 1.018815 0.004102
2458242.522327 1.018952 0.004111
2458242.522990 1.011464 0.004082
2458242.523652 1.024024 0.004119
2458242.524315 1.023512 0.004106
2458242.524977 1.022652 0.004092
2458242.525641 1.021810 0.004092
2458242.526306 1.028339 0.004124
2458242.526964 1.023207 0.004101
2458242.527633 1.024904 0.004106
2458242.528295 1.024048 0.004099
2458242.528935 1.022097 0.004072
2458242.529598 1.030076 0.004103
2458242.530259 1.022955 0.004074
2458242.530921 1.025810 0.004081
2458242.531677 1.028534 0.004086
2458242.532362 1.028015 0.004090
2458242.533024 1.025289 0.004084
2458242.533689 1.028125 0.004099
2458242.534351 1.025104 0.004099
2458242.535015 1.019432 0.004075
2458242.535673 1.028532 0.004111
2458242.536334 1.017264 0.004070
2458242.536998 1.023892 0.004074
2458242.537660 1.018927 0.004050
2458242.538322 1.018288 0.004050
2458242.538985 1.019480 0.004065
2458242.539649 1.023033 0.004094
2458242.540309 1.024078 0.004103
2458242.540961 1.016008 0.004080
2458242.541625 1.025531 0.004113
2458242.542290 1.017715 0.004079
2458242.542940 1.016000 0.004072
2458242.543601 1.013293 0.004054
2458242.544262 1.021999 0.004088
2458242.544915 1.022851 0.004089
2458242.545576 1.013338 0.004045
2458242.546239 1.016834 0.004047
2458242.546900 1.018835 0.004053
2458242.547564 1.017653 0.004067
2458242.548227 1.014235 0.004053
2458242.548891 1.021803 0.004076
2458242.549558 1.018276 0.004071
2458242.550219 1.016438 0.004062
2458242.550874 1.016223 0.004064
2458242.551536 1.014205 0.004067
2458242.552197 1.018306 0.004082
2458242.552858 1.021785 0.004091
2458242.553519 1.016013 0.004061
2458242.554181 1.015960 0.004062
2458242.554847 1.011607 0.004042
2458242.555510 1.016515 0.004046
2458242.556173 1.015337 0.004044
2458242.556839 1.012989 0.004036
2458242.557621 1.020967 0.004072
2458242.558285 1.020266 0.004080
2458242.558948 1.014278 0.004037
2458242.559611 1.018650 0.004066
2458242.560271 1.015930 0.004055
2458242.560934 1.014643 0.004053
2458242.561597 1.019934 0.004076
2458242.562249 1.014671 0.004058
2458242.562911 1.014722 0.004063
2458242.563564 1.018346 0.004099
2458242.564225 1.016044 0.004098
2458242.564885 1.008141 0.004068
2458242.565548 1.016955 0.004105
2458242.566211 1.008671 0.004087
2458242.566876 1.013472 0.004120
2458242.567540 1.008496 0.004110
2458242.568204 1.014639 0.004144
2458242.568866 1.009173 0.004137
2458242.569531 1.013564 0.004159
2458242.570193 1.012531 0.004154
2458242.570856 1.010384 0.004138
2458242.571518 1.003394 0.004103
2458242.572181 1.010501 0.004135
2458242.572847 1.003267 0.004120
2458242.573510 1.005032 0.004144
2458242.574173 1.011131 0.004187
2458242.574835 1.001451 0.004154
2458242.575497 1.002313 0.004168
2458242.576162 1.003437 0.004183
2458242.576824 1.004860 0.004195
2458242.577487 1.000784 0.004178
2458242.578149 1.000265 0.004174
2458242.578811 0.997235 0.004149
2458242.579473 1.002362 0.004167
2458242.580136 0.999744 0.004159
2458242.580797 0.999827 0.004148
2458242.581461 1.000000 0.004153
2458242.582124 0.993148 0.004117
2458242.582777 1.002111 0.004156
2458242.583439 1.004595 0.004171
2458242.584199 0.998398 0.004150
2458242.584862 1.000908 0.004176
2458242.585529 1.000878 0.004179
2458242.586190 0.994067 0.004156
2458242.586853 0.996725 0.004175
2458242.587516 0.993394 0.004172
2458242.588182 0.996678 0.004201
2458242.588846 0.998872 0.004217
2458242.589511 0.998757 0.004217
2458242.590173 0.999762 0.004224
2458242.590837 0.990626 0.004179
2458242.591499 0.993253 0.004194
2458242.592161 0.988413 0.004161
2458242.592944 0.996819 0.004196
2458242.593605 0.993179 0.004184
2458242.594268 1.072228 0.004538
2458242.594927 0.991648 0.004210
2458242.595592 0.994038 0.004241
2458242.596256 0.996986 0.004253
2458242.596916 0.991537 0.004229
2458242.597580 0.997682 0.004279
2458242.598246 0.991473 0.004273
2458242.598909 0.991158 0.004267
2458242.599572 0.988315 0.004257
2458242.600235 0.997881 0.004303
2458242.600897 0.998360 0.004315
2458242.601559 0.990444 0.004271
2458242.602341 0.983776 0.004246
2458242.603004 0.991566 0.004277
2458242.603666 0.989158 0.004261
2458242.604449 0.991606 0.004266
2458242.605113 0.993167 0.004264
2458242.605774 0.993115 0.004261
2458242.606437 0.987648 0.004241
2458242.607099 0.988106 0.004251
2458242.607759 0.999215 0.004298
2458242.608422 0.992247 0.004273
2458242.609087 0.994077 0.004291
2458242.609748 0.989722 0.004264
2458242.610412 0.988942 0.004260
2458242.611073 0.983618 0.004241
2458242.611737 0.983951 0.004240
2458242.612399 0.991820 0.004269
2458242.613061 0.991987 0.004277
2458242.613724 0.990825 0.004284
2458242.614388 0.993113 0.004296
2458242.615051 1.001886 0.004347
2458242.615715 0.993043 0.004306
2458242.616377 0.991519 0.004302
2458242.617035 0.995219 0.004320
2458242.617697 0.994058 0.004310
2458242.618359 0.993692 0.004310
2458242.619025 0.993336 0.004314
2458242.619784 0.986860 0.004302
2458242.620448 0.990844 0.004331
2458242.621111 0.983733 0.004300
2458242.621764 0.985326 0.004313
2458242.622423 0.991616 0.004356
2458242.623086 0.990649 0.004363
2458242.623868 0.995784 0.004399
2458242.624530 0.994914 0.004407
2458242.625194 0.990192 0.004398
2458242.625856 0.992529 0.004420
2458242.626521 1.000840 0.004467
2458242.627182 0.990584 0.004430
2458242.627847 0.995067 0.004458
2458242.628510 0.997317 0.004468
2458242.629173 0.989845 0.004443
2458242.629836 0.987442 0.004432
2458242.630499 0.986838 0.004435
2458242.631163 0.991696 0.004466
2458242.631827 0.981987 0.004441
2458242.632488 0.990520 0.004494
2458242.633152 0.995033 0.004528
2458242.633813 0.995383 0.004535
2458242.634475 0.984327 0.004481
2458242.635138 0.991919 0.004521
2458242.635801 0.984020 0.004494
2458242.636463 0.992880 0.004541
2458242.637127 0.994329 0.004561
2458242.637791 0.991773 0.004559
2458242.638454 0.991643 0.004572
2458242.639115 0.998595 0.004616
2458242.639774 0.996664 0.004611
2458242.640435 0.999360 0.004643
2458242.641096 0.995150 0.004634
2458242.641759 0.993808 0.004635
2458242.642516 0.994214 0.004650
2458242.643179 0.991791 0.004647
2458242.643843 0.986314 0.004630
2458242.644504 0.991774 0.004658
2458242.645166 0.987624 0.004652
2458242.645830 0.989565 0.004672
2458242.646496 1.026947 0.004852
2458242.647162 0.988082 0.004695
2458242.647827 0.991559 0.004737
2458242.648490 0.991064 0.004748
2458242.649267 0.984451 0.004727
2458242.649933 0.991657 0.004778
2458242.650596 0.991355 0.004790
2458242.651258 0.990900 0.004796
2458242.651920 0.994685 0.004832
2458242.652582 0.993618 0.004842
2458242.653247 0.995808 0.004864
2458242.653909 0.990816 0.004858
2458242.654571 0.990241 0.004878
2458242.655355 0.986346 0.004881
2458242.656016 0.988726 0.004912
2458242.656679 0.989141 0.004934
2458242.657341 0.992027 0.004964
2458242.658001 0.986589 0.004946
2458242.658666 0.985332 0.004962
2458242.659327 0.987109 0.004996
2458242.659988 0.997147 0.005059
2458242.660655 0.989526 0.005028
2458242.661316 0.991562 0.005055
2458242.661979 0.989397 0.005067
2458242.662757 0.980649 0.005049
2458242.663418 0.987939 0.005113
2458242.664080 0.987579 0.005147
2458242.664833 0.990704 0.005215
2458242.665496 0.985828 0.005235
2458242.666157 0.985828 0.005280
2458242.666819 0.985885 0.005320
2458242.667484 0.980326 0.005325
2458242.668146 0.988015 0.005403
2458242.668808 0.985210 0.005414
2458242.669460 0.990287 0.005455
2458242.670232 0.987221 0.005474
2458242.670895 0.993179 0.005538
2458242.671556 0.984923 0.005538
2458242.672218 0.991838 0.005608
2458242.672879 0.991495 0.005626
2458242.673544 0.988017 0.005650
2458242.674209 0.993105 0.005718
2458242.674875 0.992376 0.005755
2458242.675539 0.990654 0.005795
2458242.676203 0.979076 0.005767
2458242.676864 0.990172 0.005871
2458242.677529 0.993192 0.005932
2458242.678188 0.987921 0.005940
2458242.678947 0.996182 0.006038
2458242.679609 0.981272 0.005993
2458242.680271 0.993480 0.006118
2458242.680933 0.993878 0.006323
2458243.497745 0.994604 0.004188
2458243.498405 0.991125 0.004189
2458243.499065 0.991537 0.004201
2458243.499843 0.991898 0.004193
2458243.500501 0.992002 0.004178
2458243.501161 0.991046 0.004158
2458243.501823 0.991078 0.004166
2458243.502483 0.994605 0.004179
2458243.503240 0.993280 0.004173
2458243.503903 0.995647 0.004170
2458243.504565 0.996037 0.004171
2458243.505345 0.990521 0.004157
2458243.506009 0.993684 0.004173
2458243.506670 0.986003 0.004135
2458243.507334 0.994362 0.004159
2458243.507996 0.992867 0.004145
2458243.508778 0.986407 0.004110
2458243.509441 0.993159 0.004131
2458243.510105 0.988974 0.004107
2458243.510769 0.987198 0.004082
2458243.511529 0.982749 0.004051
2458243.512189 0.990703 0.004074
2458243.512853 0.990568 0.004060
2458243.513515 0.985057 0.004021
2458243.514179 0.989664 0.004025
2458243.514843 0.977581 0.003975
2458243.515508 0.989047 0.004028
2458243.516290 0.988085 0.004022
2458243.516951 0.987025 0.004024
2458243.517615 0.993107 0.004050
2458243.518276 0.990796 0.004040
2458243.518937 0.992194 0.004040
2458243.519599 0.984551 0.004007
2458243.520381 0.990760 0.004007
2458243.521043 0.987017 0.003992
2458243.521707 0.987112 0.003991
2458243.522368 0.987740 0.003995
2458243.523031 0.989140 0.003987
2458243.523693 0.988473 0.003949
2458243.524346 0.993227 0.004021
2458243.525008 0.987259 0.003980
2458243.525671 0.994814 0.004001
2458243.526428 0.999945 0.004019
2458243.527089 0.990861 0.003977
2458243.527755 0.993103 0.003986
2458243.528416 0.988931 0.003971
2458243.529078 0.989302 0.003965
2458243.529738 0.995051 0.003973
2458243.530403 0.998463 0.003996
2458243.531065 0.993257 0.003979
2458243.531722 0.990984 0.003974
2458243.532384 1.000365 0.004014
2458243.533049 0.997490 0.004003
2458243.533712 0.995730 0.003998
2458243.534374 0.998421 0.004012
2458243.535038 0.999605 0.004024
2458243.535701 0.997681 0.004012
2458243.536359 0.998683 0.004010
2458243.537020 0.992853 0.003984
2458243.537681 0.997945 0.004000
2458243.538344 0.999410 0.004007
2458243.539005 0.999249 0.004008
2458243.539668 1.001985 0.004018
2458243.540331 1.000012 0.004008
2458243.540991 1.014379 0.004065
2458243.541747 1.000240 0.004015
2458243.542409 1.005930 0.004037
2458243.543070 1.000487 0.004006
2458243.543733 1.000165 0.003995
2458243.544395 0.996941 0.003984
2458243.545059 1.000062 0.004004
2458243.545722 0.995446 0.003998
2458243.546389 1.002006 0.004033
2458243.547055 0.994895 0.004021
2458243.547718 1.000262 0.004046
2458243.548382 0.999222 0.004047
2458243.549045 1.009602 0.004098
2458243.549710 0.997452 0.004044
2458243.550370 0.995806 0.004036
2458243.551034 1.005583 0.004071
2458243.551695 1.002607 0.004058
2458243.552355 1.004643 0.004052
2458243.553016 1.006220 0.004051
2458243.553677 1.002929 0.004034
2458243.554341 1.007792 0.004044
2458243.555003 1.007315 0.004047
2458243.555668 1.009050 0.004062
2458243.556330 1.007771 0.004054
2458243.556992 1.012080 0.004072
2458243.557653 1.004834 0.004034
2458243.558316 1.011944 0.004057
2458243.558978 1.010773 0.004048
2458243.559644 1.006982 0.004030
2458243.560304 1.007571 0.004031
2458243.560970 1.009074 0.004048
2458243.561635 1.008802 0.004054
2458243.562297 1.012619 0.004074
2458243.562959 1.018397 0.004111
2458243.563740 1.009909 0.004081
2458243.564401 1.010861 0.004098
2458243.565072 1.015700 0.004120
2458243.565735 1.014020 0.004120
2458243.566397 1.016101 0.004129
2458243.567061 1.015356 0.004128
2458243.567725 1.011984 0.004106
2458243.568387 1.019697 0.004137
2458243.569052 1.019966 0.004145
2458243.569715 1.016539 0.004136
2458243.570378 1.016365 0.004134
2458243.571039 1.018441 0.004141
2458243.571701 1.019674 0.004142
2458243.572363 1.015608 0.004114
2458243.573026 1.022649 0.004142
2458243.573689 1.023463 0.004139
2458243.574341 1.021688 0.004128
2458243.575003 1.021828 0.004133
2458243.575656 1.023585 0.004152
2458243.576308 1.017498 0.004130
2458243.576971 1.014919 0.004124
2458243.577635 1.019229 0.004145
2458243.578306 1.017675 0.004135
2458243.579088 1.021999 0.004142
2458243.579750 1.020229 0.004134
2458243.580423 1.020740 0.004138
2458243.581088 1.022449 0.004153
2458243.581747 1.020639 0.004153
2458243.582409 1.022502 0.004163
2458243.583072 1.015336 0.004127
2458243.583735 1.021063 0.004155
2458243.584399 1.014999 0.004138
2458243.585062 1.014846 0.004153
2458243.585724 1.019802 0.004186
2458243.586386 1.017487 0.004202
2458243.587048 1.013065 0.004184
2458243.587709 1.015370 0.004194
2458243.588370 1.012440 0.004193
2458243.589034 1.017066 0.004226
2458243.589697 1.011581 0.004218
2458243.590351 1.012064 0.004240
2458243.591013 1.013722 0.004255
2458243.591676 1.011135 0.004258
2458243.592331 0.999988 0.004206
2458243.592993 1.003349 0.004239
2458243.593655 1.017123 0.004303
2458243.594318 1.013718 0.004289
2458243.594984 1.012836 0.004287
2458243.595644 1.011355 0.004290
2458243.596296 1.012471 0.004306
2458243.596957 1.012609 0.004316
2458243.597620 1.019880 0.004352
2458243.598283 1.008311 0.004322
2458243.598945 1.014892 0.004365
2458243.599606 1.007652 0.004344
2458243.600267 1.015081 0.004393
2458243.600929 1.013886 0.004404
2458243.601592 1.002568 0.004350
2458243.602254 1.007659 0.004372
2458243.602916 1.012769 0.004397
2458243.603580 1.011264 0.004384
2458243.604243 1.010704 0.004389
2458243.604906 1.010435 0.004405
2458243.605568 1.007775 0.004410
2458243.606230 1.013451 0.004455
2458243.607006 1.013061 0.004467
2458243.607670 1.006998 0.004454
2458243.608333 1.011983 0.004479
2458243.608995 1.009169 0.004481
2458243.609660 1.007061 0.004480
2458243.610317 1.003048 0.004483
2458243.610979 1.010418 0.004506
2458243.611644 1.005820 0.004487
2458243.612307 1.003381 0.004503
2458243.613060 1.003383 0.004491
2458243.613724 1.002898 0.004463
2458243.614386 1.007849 0.004521
2458243.615048 0.995069 0.004509
2458243.615715 0.999660 0.004526
2458243.616499 1.006756 0.004523
2458243.617161 0.996580 0.004526
2458243.617824 0.998993 0.004576
2458243.618485 1.004176 0.004599
2458243.619146 1.004252 0.004606
2458243.619809 1.000981 0.004581
2458243.620473 1.006285 0.004618
2458243.621135 1.006586 0.004637
2458243.621788 1.003171 0.004603
2458243.622451 1.005414 0.004603
2458243.623117 1.006279 0.004632
2458243.623779 1.003595 0.004638
2458243.624440 0.999421 0.004623
2458243.625103 1.001073 0.004598
2458243.625765 1.002712 0.004621
2458243.626426 0.994110 0.004598
2458243.627075 1.006657 0.004677
2458243.627738 1.005219 0.004676
2458243.628398 1.008374 0.004705
2458243.629063 1.001757 0.004681
2458243.629726 1.009407 0.004713
2458243.630390 1.010811 0.004760
2458243.631053 1.002848 0.004728
2458243.631714 1.008200 0.004756
2458243.632378 1.010721 0.004793
2458243.633040 1.004720 0.004802
2458243.633704 1.003558 0.004781
2458243.634365 0.995569 0.004763
2458243.635017 1.000741 0.004831
2458243.635683 1.002858 0.004847
2458243.636343 0.999948 0.004853
2458243.637005 1.000036 0.004860
2458243.637666 0.993506 0.004879
2458243.638329 1.001380 0.004852
2458243.638992 0.994323 0.004837
2458243.639653 0.995766 0.004882
2458243.640315 1.001585 0.004924
2458243.640981 0.995474 0.004901
2458243.641644 0.997566 0.004954
2458243.642401 0.994835 0.004970
2458243.643160 0.996639 0.004975
2458243.643819 0.992091 0.004961
2458243.644481 0.993919 0.005014
2458243.645142 0.988422 0.004994
2458243.645805 0.985050 0.004955
2458243.646468 0.996493 0.005043
2458243.647130 0.987071 0.005026
2458243.647911 0.998899 0.005096
2458243.648575 0.986814 0.005046
2458243.649238 0.993796 0.005111
2458243.649902 0.991763 0.005118
2458243.650568 0.993589 0.005142
2458243.651351 0.990866 0.005150
2458243.652013 0.994376 0.005197
2458243.652677 0.992569 0.005198
2458243.653337 0.995408 0.005224
2458243.654001 0.992932 0.005258
2458243.654668 0.994071 0.005279
2458243.655320 0.994985 0.005302
2458243.655982 0.995402 0.005344
2458243.656644 0.987593 0.005331
2458243.657307 0.985668 0.005365
2458243.657969 0.980305 0.005356
2458243.658631 0.988866 0.005408
2458243.659296 0.987662 0.005413
2458243.659958 0.983223 0.005414
2458243.660620 0.985697 0.005429
2458243.661283 0.991141 0.005483
2458243.661945 0.986239 0.005488
2458243.662728 0.990583 0.005521
2458243.663391 0.990472 0.005560
2458243.664053 0.990303 0.005581
2458243.664715 0.985100 0.005576
2458243.665379 0.988777 0.005626
2458243.666040 0.987606 0.005639
2458243.666705 0.989705 0.005709
2458243.667366 0.980063 0.005700
2458243.668031 0.979028 0.005727
2458243.668694 0.983504 0.005767
2458243.669357 0.989695 0.005864
2458243.670019 0.983197 0.005857
2458243.670683 0.990666 0.005925
2458243.671346 0.992122 0.005981
2458243.672010 0.985115 0.005979
2458243.672672 0.989947 0.006030
2458243.673334 0.979663 0.006017
2458243.673997 0.986219 0.006118
2458243.674659 0.982010 0.006116
2458243.675319 0.992793 0.006234
2458243.675982 0.978137 0.006222
2458243.676644 0.982362 0.006297
2458243.677300 0.981928 0.006337
2458243.677963 0.986258 0.006432
2458244.454647 1.029270 0.012064
2458244.455308 1.050119 0.011444
2458244.456080 1.030402 0.010334
2458244.456739 1.035258 0.009687
2458244.457399 1.031395 0.009012
2458244.458057 1.036778 0.008468
2458244.458810 1.031973 0.007830
2458244.459470 1.028159 0.007325
2458244.460128 1.034862 0.006942
2458244.460786 1.039187 0.006589
2458244.461544 1.038298 0.006187
2458244.462203 1.030787 0.005844
2458244.462862 1.030139 0.005591
2458244.463523 1.036231 0.005403
2458244.464182 1.034768 0.005207
2458244.464840 1.029128 0.005007
2458244.465500 1.031149 0.004886
2458244.466253 1.027886 0.004748
2458244.466911 1.032899 0.004674
2458244.467574 1.035370 0.004608
2458244.468233 1.030990 0.004516
2458244.468892 1.033655 0.004481
2458244.469551 1.032979 0.004444
2458244.470210 1.038560 0.004430
2458244.470985 1.027230 0.004359
2458244.471644 1.033918 0.004381
2458244.472303 1.025038 0.004330
2458244.472962 1.033152 0.004350
2458244.473622 1.032438 0.004328
2458244.474281 1.029932 0.004303
2458244.474940 1.030947 0.004294
2458244.475598 1.028114 0.004271
2458244.476257 1.028138 0.004275
2458244.476917 1.029426 0.004285
2458244.477673 1.032857 0.004295
2458244.478332 1.029234 0.004279
2458244.478989 1.023775 0.004260
2458244.479649 1.028509 0.004275
2458244.480309 1.025790 0.004272
2458244.480968 1.023737 0.004259
2458244.481631 1.027736 0.004270
2458244.482290 1.024156 0.004251
2458244.482948 1.019782 0.004238
2458244.483609 1.022562 0.004243
2458244.484268 1.023621 0.004249
2458244.484924 1.026270 0.004278
2458244.485681 1.025458 0.004267
2458244.486340 1.018640 0.004227
2458244.486999 1.022254 0.004233
2458244.487659 1.018467 0.004203
2458244.488318 1.018634 0.004195
2458244.488977 1.020607 0.004207
2458244.489636 1.018407 0.004199
2458244.490295 1.016436 0.004182
2458244.490954 1.014643 0.004161
2458244.491613 1.019161 0.004176
2458244.492272 1.014963 0.004163
2458244.492932 1.014475 0.004175
2458244.493591 1.012077 0.004155
2458244.494249 1.013950 0.004143
2458244.494910 1.012909 0.004131
2458244.495570 1.009238 0.004117
2458244.496229 1.014115 0.004136
2458244.496888 1.011390 0.004119
2458244.497548 1.006466 0.004095
2458244.498207 1.001816 0.004051
2458244.498868 1.006917 0.004048
2458244.499621 1.003067 0.004021
2458244.500280 1.003781 0.004017
2458244.500939 1.003141 0.004008
2458244.501719 1.001985 0.003996
2458244.502375 1.005267 0.004001
2458244.503036 1.003013 0.003988
2458244.503836 1.005669 0.003992
2458244.504499 1.000646 0.003972
2458244.505160 0.993832 0.003947
2458244.505821 1.006080 0.004009
2458244.506598 1.001331 0.003998
2458244.507261 1.002348 0.003999
2458244.507926 0.994097 0.003966
2458244.508586 0.991170 0.003955
2458244.509246 0.994269 0.003966
2458244.509908 0.983666 0.003923
2458244.510665 0.996332 0.003970
2458244.511326 0.995267 0.003957
2458244.511989 1.000295 0.003975
2458244.512651 0.990763 0.003928
2458244.513314 0.985085 0.003909
2458244.513977 0.988042 0.003909
2458244.514640 0.990130 0.003911
2458244.515293 0.991323 0.003917
2458244.515962 0.993581 0.003928
2458244.516720 0.994895 0.003928
2458244.517382 0.994492 0.003934
2458244.518045 0.986219 0.003918
2458244.518706 0.990664 0.003949
2458244.519367 0.988304 0.003942
2458244.520023 0.996240 0.003982
2458244.520685 0.997801 0.004005
2458244.521452 0.990426 0.003979
2458244.522113 0.989493 0.004002
2458244.522765 0.984010 0.003977
2458244.523426 0.986683 0.003974
2458244.524089 0.990733 0.004013
2458244.524753 0.990384 0.004013
2458244.525415 0.994829 0.004049
2458244.526077 0.989028 0.004025
2458244.526737 0.992739 0.004050
2458244.527399 0.982939 0.003997
2458244.528058 0.990006 0.004024
2458244.528820 0.991945 0.004030
2458244.529481 0.992572 0.004041
2458244.530145 0.997777 0.004078
2458244.530807 0.990544 0.004056
2458244.531469 0.990150 0.004066
2458244.532229 0.998162 0.004098
2458244.532893 0.997514 0.004102
2458244.533546 1.003521 0.004133
2458244.534201 0.997680 0.004121
2458244.534862 0.989615 0.004087
2458244.535522 0.994241 0.004093
2458244.536183 0.989280 0.004065
2458244.536844 0.992720 0.004073
2458244.537506 0.996092 0.004076
2458244.538169 0.993566 0.004058
2458244.538831 0.998088 0.004078
2458244.539493 0.978682 0.003998
