TESSID,RA,dec
350344559,84.775041,-59.468106
350344761,84.779170,-58.957456
350345319,84.664395,-57.546581
350345331,84.679393,-57.503954
350345393,84.602626,-57.318711
350345404,84.675313,-57.298571
350345533,84.780724,-56.980768
350345682,84.784715,-56.599155
350345733,84.721827,-56.458143
350346371,84.607265,-54.954176
350430572,84.872956,-55.083670
350430688,84.854725,-55.322411
350430801,84.843297,-55.603759
350431142,84.823162,-56.399785
350431335,85.010141,-56.898537
350431472,84.905957,-57.181426
350432306,84.890117,-59.371762
350432444,84.909274,-59.723257
350432976,85.168363,-58.899748
350432980,85.040646,-58.892674
350433035,85.067222,-58.764227
350433143,85.047585,-58.469690
350433243,85.057388,-58.187364
350433272,85.108940,-58.116956
350433316,85.134195,-57.997315
350433330,85.186751,-57.963985
350433360,85.188351,-57.887021
350433379,85.092799,-57.832804
350433501,85.196355,-57.526512
350433667,85.108050,-57.142488
350433778,85.060629,-56.813096
350433946,85.115519,-56.434913
350434027,85.059810,-56.239730
350434130,85.044569,-55.992478
350434379,85.061596,-55.407737
350434446,85.059195,-55.277938
350442619,85.338501,-55.535551
350442910,85.282137,-56.254963
350443140,85.366069,-56.813833
350443172,85.369447,-56.901231
350443250,85.416085,-57.077336
350443391,85.320558,-57.386705
350443417,85.304665,-57.441176
350443622,85.406796,-57.967260
350443648,85.324349,-58.056364
350443749,85.283928,-58.293160
350444342,85.359448,-59.767219
350444413,85.580033,-59.949849
350445770,85.483765,-56.740523
350445771,85.467484,-56.740538
350445999,85.558789,-56.133339
350477233,85.832835,-54.819575
350477270,85.771102,-54.915751
350477495,85.713907,-55.482134
350477538,85.791411,-55.581081
350477830,85.740205,-56.256528
350477909,85.642715,-56.434216
350478065,85.635112,-56.804941
350478528,85.663248,-57.912869
350478801,85.668845,-58.508007
350478835,85.683394,-58.570453
350478924,85.794086,-58.759289
350479101,85.794467,-59.144744
350479471,85.891942,-59.883800
350479646,85.943733,-59.438246
350479736,85.862075,-59.228318
350479891,85.886389,-58.903532
350480377,85.983089,-57.760684
350480660,85.964451,-57.163501
350480893,85.945324,-56.620336
350480967,85.923436,-56.462547
350481129,86.022685,-56.127262
350481145,86.021150,-56.094987
350481337,86.014088,-55.631869
350518215,86.050790,-54.957285
350518308,86.197761,-55.176832
350518530,86.056751,-55.695491
350518586,86.185639,-55.836102
350518704,86.104897,-56.092554
350518799,86.181073,-56.297915
350518984,86.185050,-56.715069
350519062,86.083820,-56.916059
350519160,86.142988,-57.138594
350519429,86.171929,-57.701009
350519663,86.176458,-58.230668
350519682,86.094595,-58.275242
350519807,86.046465,-58.607075
350520348,86.305840,-59.923783
350520509,86.277891,-59.556522
350520993,86.363976,-58.449481
350521118,86.252206,-58.146769
350521162,86.291829,-58.071132
350522060,86.374163,-56.026590
350522196,86.312847,-55.724760
350522225,86.319677,-55.649048
350522254,86.377494,-55.578010
350522578,86.394812,-54.829266
350522597,86.308322,-54.777512
350559447,86.633430,-55.774202
350559457,86.563842,-55.797830
350559515,86.596011,-55.936826
350559756,86.491232,-56.451517
350559840,86.650801,-56.623151
350559969,86.471297,-56.921049
350560036,86.529301,-57.101766
350560188,86.596112,-57.417410
350560503,86.573147,-58.118064
350560674,86.554390,-58.486648
350560804,86.567491,-58.774765
350560959,86.500400,-59.175874
350561105,86.489818,-59.487720
350561409,86.674191,-59.710090
350561808,86.719412,-58.795197
350561815,86.702095,-58.779976
350562028,86.714871,-58.310143
350562124,86.775026,-58.128910
350562128,86.744610,-58.119696
350562135,86.780064,-58.103548
350562432,86.804608,-57.387533
350562631,86.673071,-56.931322
350562853,86.683293,-56.414563
350562918,86.710452,-56.237594
350563225,86.777555,-55.567290
350563306,86.795436,-55.389200
350563576,86.825048,-54.841166
350580827,86.889964,-55.036590
350581003,86.926978,-55.396728
350581055,86.899235,-55.524092
350581264,87.058570,-55.908067
350581830,86.978947,-57.015591
350581860,86.910044,-57.089557
350581967,87.067997,-57.307344
350582439,86.961756,-58.317658
350582771,87.013824,-59.054371
350582896,87.010372,-59.340590
350583319,87.122817,-59.590335
350583892,87.092708,-58.315843
350583903,87.188830,-58.290100
350583992,87.118910,-58.072864
350584003,87.153745,-58.050074
350584005,87.231561,-58.049729
350584303,87.256623,-57.456044
350584436,87.113748,-57.185977
350584820,87.158755,-56.303240
350584959,87.167614,-56.014968
350584963,87.115833,-56.004124
350585031,87.189653,-55.856247
350585437,87.129923,-54.975693
350585491,87.146500,-54.845600
350618567,87.429066,-54.791468
350618622,87.401725,-54.910709
350618893,87.397039,-55.440981
350619029,87.456734,-55.752934
350619082,87.381953,-55.857027
350619228,87.456914,-56.166660
350619392,87.338511,-56.538193
350619410,87.475249,-56.599332
350619866,87.471056,-57.600561
350619941,87.465213,-57.796975
350620039,87.423437,-58.053727
350620269,87.292290,-58.568893
350620310,87.326862,-58.671185
350620345,87.382783,-58.751151
350620788,87.421840,-59.839431
350620911,87.620073,-59.755048
350621019,87.542172,-59.477661
350621055,87.582313,-59.384252
350621275,87.639493,-58.895518
350621525,87.646996,-58.312217
350621680,87.512586,-57.967104
350621959,87.669629,-57.347182
350622144,87.681519,-56.905118
350622185,87.540838,-56.806318
350622392,87.686993,-56.327769
350622565,87.531621,-55.959302
350622733,87.540708,-55.614434
350622888,87.516058,-55.258834
350622984,87.549638,-55.081204
350623060,87.524531,-54.884871
350623126,87.660609,-54.736239
350652356,87.866168,-54.906403
350652444,87.714886,-55.120490
350652586,87.785114,-55.423160
350652801,87.831949,-55.857641
350652868,87.769981,-55.999503
350653237,87.889931,-56.762352
350653658,87.765998,-57.697375
350654140,87.895500,-58.726894
350654290,87.707293,-59.022327
350654712,88.021160,-59.970375
350654929,87.955786,-59.471975
350655055,88.015403,-59.154060
350655701,88.050879,-57.769328
350655910,88.075103,-57.255235
350655914,87.912235,-57.246866
350655963,88.084180,-57.156190
350656204,87.974473,-56.709099
350656478,87.946290,-56.052683
350656545,88.071274,-55.896934
350708318,88.124469,-55.049798
350708370,88.121473,-55.111804
350708672,88.180697,-55.437767
350708927,88.234874,-55.691521
350709221,88.236657,-56.009186
350709340,88.298897,-56.115047
350709413,88.118768,-56.200734
350709446,88.217358,-56.234884
350709476,88.303463,-56.265655
350710006,88.300759,-56.784871
350710135,88.233431,-56.898269
350711056,88.264809,-57.733169
350711213,88.162276,-57.867452
350711233,88.126571,-57.889596
350711249,88.111856,-57.901204
350712255,88.195078,-58.880527
350712871,88.132449,-59.484488
350712873,88.203908,-59.485564
350713883,88.388261,-59.203973
350714599,88.492378,-58.359742
350714749,88.372056,-58.215102
350714894,88.420313,-58.040607
350715144,88.413069,-57.752102
350715528,88.399713,-57.315401
350715999,88.399237,-56.670527
350716053,88.507027,-56.554754
350716058,88.319932,-56.540572
350716073,88.323369,-56.486005
350716203,88.398233,-56.197736
350716888,88.330602,-54.714767
350740600,88.664682,-55.539133
350740740,88.629367,-55.843841
350740905,88.551950,-56.177692
350741619,88.681535,-57.741613
350741703,88.700568,-57.931855
350742475,88.547831,-59.771626
350742478,88.669356,-59.777775
350742995,88.786941,-58.930409
350743148,88.869773,-58.531756
350743339,88.740831,-58.149409
350743600,88.922077,-57.551183
350743714,88.886203,-57.290574
350744162,88.750764,-56.236082
350744311,88.898819,-55.930559
350744357,88.755874,-55.845124
350744678,88.750819,-55.230936
350763445,89.006385,-54.903713
350763476,88.956477,-54.990213
350763603,88.947747,-55.285773
350763936,89.005517,-55.985372
350764082,89.029571,-56.324169
350764206,88.977739,-56.555056
350764481,89.010788,-57.063496
350764483,89.081349,-57.064191
350764517,89.042008,-57.130127
350765457,88.979777,-59.199017
350765484,89.113973,-59.255569
350765777,88.984311,-59.943582
350765919,89.302328,-59.590519
350765991,89.199996,-59.422549
350766639,89.141968,-57.998025
350766856,89.284115,-57.511549
350767303,89.258087,-56.610160
350767497,89.147933,-56.168492
350767755,89.186475,-55.674791
350768296,89.191700,-54.582100
350820812,89.526777,-55.404632
350820908,89.435204,-55.550025
350821292,89.529280,-56.279541
350821761,89.524966,-57.310210
350821790,89.548419,-57.372906
350822079,89.486787,-57.975914
350823717,89.637970,-58.272871
350823719,89.746226,-58.268819
350824219,89.560914,-57.166939
350824257,89.750787,-57.095805
350824316,89.689374,-56.962435
350824771,89.650464,-55.986523
350824806,89.645068,-55.889340
350824903,89.656344,-55.677271
350825116,89.605031,-55.204441
350825312,89.615279,-54.820286
350840417,89.937359,-54.617641
350840485,89.778464,-54.725761
350840554,89.840446,-54.870836
350841061,89.871978,-55.897111
350841126,89.788300,-56.036011
350841387,89.874623,-56.631773
350841707,89.913353,-57.341501
350842209,89.780042,-58.444182
350842547,89.923934,-59.183047
350842552,89.857744,-59.198377
350842838,89.912873,-59.826555
350843192,90.011231,-59.313502
350843432,90.033643,-58.805013
350843466,90.142787,-58.724753
350843761,90.148897,-58.102089
350843855,90.029513,-57.892656
350843962,90.040300,-57.698267
350844713,90.038490,-56.162407
350844714,90.136590,-56.161833
350845098,90.062658,-55.384309
350857591,89.997517,-55.219925
350857661,90.131310,-55.086146
350858713,90.230650,-54.951341
350859059,90.318821,-55.648989
350859393,90.188718,-56.350410
350860188,90.346202,-58.188650
350860764,90.270999,-59.470317
350861012,90.448257,-59.864218
350861314,90.569180,-59.236386
350861676,90.462257,-58.489895
350861890,90.506188,-58.027778
350861996,90.421730,-57.787264
350862394,90.544880,-57.028459
350862620,90.461739,-56.505903
350862787,90.536277,-56.151086
350862795,90.473171,-56.138265
350929416,90.418007,-56.052504
350929582,90.457036,-55.667656
350929806,90.402688,-55.217922
350930008,90.437290,-54.794658
350930032,90.429457,-54.741161
350930869,90.677086,-54.705391
350931082,90.706310,-55.132765
350931342,90.780995,-55.663029
350931523,90.721223,-56.014472
350933091,90.777207,-59.101042
350933263,90.749257,-59.472315
350934357,90.953483,-58.161166
350934641,90.955267,-57.600317
350953636,90.876491,-56.709147
350953813,90.976645,-56.326526
350953826,90.814511,-56.302267
350954078,90.823155,-55.806993
350954272,90.852219,-55.472595
350954351,90.948593,-55.339294
350954417,90.888844,-55.226424
350954654,90.989667,-54.744590
358111274,69.880432,-73.075283
358111480,69.963186,-73.320685
358111484,70.000131,-73.327219
358112029,69.798911,-74.132866
358112211,70.096082,-74.453292
358112395,69.865032,-74.785099
358112951,69.807960,-76.066518
358112997,69.815837,-76.205926
358154471,70.531541,-76.256007
358154514,70.311349,-76.140630
358154567,70.169109,-75.973324
358154970,70.293656,-75.012372
358154999,70.158769,-74.954316
358155153,70.173288,-74.642344
358155278,70.464563,-74.451389
358155409,70.413015,-74.227874
358155844,70.402530,-73.531746
358157227,70.689609,-72.051152
358158387,70.773473,-74.047408
358174909,70.785905,-77.009100
358176121,107.276654,-77.177760
358176329,107.097490,-76.954029
358176584,107.166052,-76.706505
358176866,107.246958,-76.409735
358177025,107.198944,-76.219489
358178027,107.444202,-75.280632
358178908,107.167265,-74.585450
358179405,107.081626,-74.224614
358180414,107.418126,-73.456885
358181495,107.124053,-72.501389
358181513,107.272179,-72.485898
358181695,107.181297,-72.312219
358181741,107.238446,-72.276732
358336282,77.301029,-57.023000
358336645,77.272174,-58.007551
358336846,77.238670,-58.604880
358336993,77.254874,-59.053532
358337087,77.290877,-59.338846
358337205,77.243292,-59.692516
358402528,78.198645,-55.958020
358402589,78.107703,-56.112578
358402746,78.002738,-56.609432
358402782,78.122458,-56.716303
358402977,78.102917,-57.324935
358403148,78.134628,-57.842612
358459001,78.093355,-58.903584
358459070,78.164604,-59.144679
358459207,78.011581,-59.491612
358459324,77.996566,-59.772781
358459933,118.958961,-65.282975
358460246,119.014416,-64.941464
358460382,118.940494,-64.803935
358460464,118.957804,-64.710014
358511856,119.158712,-65.613921
358511966,119.161674,-65.763303
358708829,72.431610,-65.965128
358708851,72.401708,-65.917453
358708938,72.365247,-65.777977
358709960,72.348266,-63.891608
358710001,72.283630,-63.785221
358710094,72.458461,-63.571264
358710160,72.349363,-63.401477
358710635,72.351135,-62.284165
358806415,72.449987,-61.037605
358806584,72.300255,-60.581390
364302017,78.175170,-61.441533
364302118,78.226484,-61.698696
364302998,78.110982,-63.465315
364303107,78.154608,-63.619066
364303507,78.259189,-64.195368
364303554,78.273463,-64.276545
364303936,78.148534,-64.738368
364304225,78.144325,-65.044232
364304850,78.210367,-65.547260
364306244,87.772289,-65.076486
364306308,87.955600,-65.009584
364322406,87.796173,-64.406158
364322527,87.806796,-64.267096
364322720,87.846195,-64.033567
364323133,87.879373,-63.531219
364323767,88.000279,-62.630003
364323805,87.980585,-62.566302
364323837,88.000957,-62.517749
364324070,88.004548,-62.033067
364324096,87.874541,-61.990144
364324766,87.875721,-60.465625
364324991,101.772227,-59.890702
364325654,101.594183,-60.981742
364325969,101.672690,-61.596480
364326091,101.798511,-61.813055
364326269,101.595901,-62.126807
364326384,101.746050,-62.305707
364326480,101.759430,-62.458418
364326554,101.825922,-62.569374
364326610,101.679971,-62.638002
364327160,101.754183,-63.566353
364328234,101.827003,-65.572936
364328259,101.689514,-65.627554
364392130,116.424681,-65.774624
364392140,116.468436,-65.763014
364392434,116.594602,-65.368280
364393119,116.554849,-64.453061
364393161,116.476278,-64.404754
364393297,116.598426,-64.227728
364393313,116.434856,-64.209427
364393429,116.596244,-64.056746
364393829,116.516041,-63.581117
364394322,116.401678,-62.980682
364394607,116.623356,-62.632399
364424104,69.634849,-76.217909
364424153,69.724687,-76.045033
364424201,69.489910,-75.888459
364424408,69.756519,-75.102822
364424541,69.598334,-74.674376
364424661,69.573088,-74.391940
364425379,69.671682,-72.761300
364425576,69.567029,-72.370048
364425591,69.550511,-72.351286
364537934,71.269594,-75.946270
364538452,71.101700,-74.440465
364538492,71.172998,-74.322674
364539359,71.284503,-72.820282
364539361,71.285541,-72.819679
364539740,71.291997,-72.328346
364540782,85.232280,-72.274540
364541362,85.203585,-72.634710
364542433,85.357058,-73.681991
364542828,85.230870,-74.206621
364587758,85.371938,-74.839847
364588501,85.402469,-76.072809
364588606,85.067656,-76.386147
364588669,85.149653,-76.535580
364588805,85.261647,-76.929438
364588832,85.125578,-77.015968
364588931,85.373941,-77.291055
364589064,85.428371,-77.697030
364589072,85.306969,-77.733809
364589257,85.923114,-77.622621
364589441,85.986738,-77.011702
364589559,85.887056,-76.767906
364589832,85.961192,-76.109018
364589904,86.062501,-75.925275
364589962,86.069984,-75.794564
364590050,86.097400,-75.629478
364590678,85.960373,-74.686681
364591159,85.923471,-74.059463
364591223,86.143694,-73.974041
364591238,85.939340,-73.951364
364592438,86.252110,-72.671805
364592454,86.191338,-72.662510
364593206,86.143274,-72.100506
370010939,60.485884,-66.076114
370011051,60.561960,-66.413067
370011102,60.604853,-66.552078
370011106,60.541138,-66.561270
370037722,60.483753,-68.991659
370037727,60.523973,-69.008858
370037870,60.678431,-69.411359
370037890,60.632168,-69.505285
370038067,60.753164,-70.195583
370038084,60.605983,-70.272128
370038109,60.481004,-70.378156
370038641,65.544959,-71.750930
370038958,65.735186,-71.015670
370039100,65.539975,-70.661079
370039153,65.719744,-70.532660
370039529,65.674604,-69.601268
370039641,65.555519,-69.340940
370039904,65.578252,-68.702615
370040053,65.591946,-68.382194
370040166,65.822729,-68.083786
370040220,65.695612,-67.944360
370040241,65.783432,-67.881386
370040345,65.801566,-67.587669
370040438,65.799674,-67.372298
370040606,65.544654,-66.921876
370040920,65.682735,-66.020558
370041020,65.861085,-66.135079
370041241,65.982767,-66.737114
370041316,65.904833,-66.912165
370041736,66.117996,-67.928477
370041901,66.071268,-68.283763
370100001,65.969459,-68.745713
370100049,65.981953,-68.827417
370100069,65.937685,-68.871267
370100428,66.000532,-69.705243
370101325,66.095065,-71.855037
370101492,69.886464,-71.776835
370101683,69.783362,-71.563855
370101728,69.991644,-71.505613
370101840,69.747233,-71.396743
370103170,69.959716,-70.090641
370103779,69.819334,-69.541142
370104936,69.932390,-68.442665
370112122,69.877156,-66.018113
370112224,70.233660,-66.028926
370112625,70.092808,-66.658408
370113676,70.215662,-68.013935
370113785,70.173708,-68.112737
370114320,70.266138,-68.627068
370114946,70.087356,-69.167865
370115640,70.217171,-69.759977
370115793,70.216993,-69.901988
370117637,70.068907,-71.661936
370117800,70.164540,-71.826636
370139729,73.587522,-77.495197
370140250,73.592661,-76.151425
370221017,73.647809,-74.177318
370221315,73.616229,-73.845434
370221617,73.506946,-73.534424
370221759,73.599794,-73.400640
370222613,73.366559,-72.764834
370222821,73.336680,-72.630568
370223705,73.526153,-71.965866
370224285,85.641960,-72.141663
370224333,85.829859,-72.163114
370225249,85.762993,-72.702656
370225718,85.581110,-73.066319
370225925,85.683143,-73.264472
370226095,85.468222,-73.425885
370227155,85.577149,-74.485901
370227166,85.676429,-74.508176
370227293,85.638181,-74.636475
370227484,85.663471,-74.857633
370227695,85.457320,-75.135858
370227780,85.671124,-75.250516
370227982,85.786462,-75.529942
370228027,85.486341,-75.588456
370228164,85.566275,-75.831061
370228465,85.747520,-76.424441
370234328,105.275900,-77.195762
370234343,105.169877,-77.154884
370234885,105.262809,-76.038865
370235240,105.383529,-75.387002
370235284,105.444820,-75.288857
370235670,105.340919,-74.580826
370236000,105.259207,-74.017600
370236798,105.294105,-72.764919
370236914,105.238577,-72.560624
372819370,67.848715,-59.766869
372849495,98.066075,-60.082617
372849630,98.113498,-60.292854
372850999,98.167945,-62.581277
372851407,98.134196,-63.343362
372851665,97.958822,-63.805083
372851851,98.156118,-64.070526
372852043,97.959356,-64.407219
372852125,97.965758,-64.544359
372908110,98.041144,-65.315643
372908153,98.080694,-65.370968
372908431,98.150892,-65.791055
372908456,98.035112,-65.841976
372908494,98.059179,-65.920374
372908550,119.423245,-65.908720
372908593,119.409818,-65.840322
373431012,81.006812,-71.159571
373431205,80.843194,-71.092697
373432787,81.035264,-70.635130
373522402,81.040342,-69.630318
373523051,80.806723,-69.561977
373523595,80.915260,-69.503064
373524217,80.827925,-69.427228
373526197,80.854215,-69.150999
373529957,81.048164,-68.261379
373594771,80.783092,-66.423808
373594903,80.989085,-66.387847
373596086,80.919926,-66.014363
373598109,81.199104,-66.399395
373599590,81.136771,-66.809125
373599709,81.192928,-66.838410
373602097,81.276612,-67.402463
373602410,81.109490,-67.480086
373685196,81.234085,-70.269736
373688703,81.096477,-71.032542
373689057,81.295131,-71.140029
373767598,81.487676,-70.970717
373768576,81.566698,-70.723568
373777400,81.410087,-69.595394
373778750,81.621422,-69.450924
373779371,81.388982,-69.372253
373843125,81.610998,-67.824284
373843731,81.539086,-67.554584
373843852,81.563397,-67.499968
373843860,81.586145,-67.498793
373843872,81.536062,-67.496037
373844472,81.516854,-67.233000
373846140,81.518150,-66.447058
373846934,81.360747,-66.102975
373849012,81.867438,-66.844842
373916957,81.749324,-68.622658
373917936,81.668337,-68.854060
373918302,81.851924,-68.927856
373919576,81.791435,-69.132348
373921198,81.870348,-69.368783
373927033,81.660640,-70.063603
373982378,81.745257,-70.438078
373983838,81.669981,-70.738552
373983917,81.728980,-70.755554
373984739,81.784894,-70.989550
373985178,81.709555,-71.126865
373985424,81.875061,-71.216955
373985596,81.711830,-71.274468
373986022,81.653914,-71.418202
373986482,81.722619,-71.585882
374829238,88.337467,-65.633953
374829302,88.297769,-65.566830
374857047,88.294992,-64.229193
374858334,88.456839,-62.291521
374858533,88.311386,-61.839428
374858703,88.305858,-61.479475
374858736,88.354488,-61.403133
374858885,88.362604,-61.010668
374858999,88.448536,-60.713422
374859044,88.451150,-60.605951
374859230,88.469367,-60.087904
374859347,88.517671,-60.023470
374859582,88.688961,-60.564826
374859744,88.499918,-60.875975
374859785,88.655955,-60.977438
374860079,88.585580,-61.618642
374860204,88.586087,-61.908404
374860586,88.625082,-62.634852
374860651,88.568034,-62.749332
374860864,88.525235,-63.089777
374861272,88.668726,-63.706374
374861473,88.690342,-63.973778
374861626,88.642372,-64.175233
374862339,88.696018,-65.053404
374862395,88.710742,-65.124448
374908688,88.824965,-65.186836
374909017,88.855487,-64.800916
374910243,88.946938,-63.086351
374911241,88.967706,-61.016791
374911449,88.889168,-60.553322
374911572,88.842607,-60.237545
374911813,89.061891,-60.205321
374911869,89.172484,-60.357296
374911986,89.103082,-60.583281
374912335,89.123470,-61.422506
374912345,89.030264,-61.447294
374912476,89.221058,-61.782023
374912514,89.030527,-61.878680
374940526,89.193815,-64.226174
374941285,89.173802,-65.274418
374941377,89.157910,-65.363964
374942153,89.315124,-65.659317
374942490,89.343109,-65.288389
374942554,89.297085,-65.229020
374943269,89.244256,-64.261892
374943662,89.302423,-63.692289
374943895,89.437143,-63.366063
374943988,89.444272,-63.236417
374944215,89.281037,-62.823544
374944446,89.350878,-62.409696
374944608,89.447059,-62.082670
374944622,89.281218,-62.061376
374944647,89.372140,-62.007858
374944737,89.235469,-61.816854
374945124,89.342412,-60.866719
374945276,89.332377,-60.533748
374945392,89.398056,-60.285573
374945558,89.330823,-59.898606
374994423,99.240784,-65.791160
374995550,99.329163,-64.665352
374996363,99.328200,-63.866231
374996773,99.339984,-63.402685
374997123,99.224691,-63.079375
374997308,99.302991,-62.922440
374997695,99.217076,-62.539987
375032207,99.228799,-62.350657
375032331,99.399254,-62.127264
375033146,99.179389,-60.740909
375033759,99.513921,-60.118277
375033848,99.471488,-60.283922
375033991,99.586294,-60.537065
375034482,99.551176,-61.401659
375034557,99.501567,-61.533362
375034743,99.516508,-61.871912
375034775,99.626300,-61.927700
375034833,99.473833,-62.049238
375035131,99.647203,-62.560632
375035502,99.522010,-63.258246
375035557,99.561803,-63.371385
375035828,99.500106,-63.926229
375035936,99.458763,-64.162445
375036247,99.411062,-64.800592
375036662,99.504068,-65.581412
375036675,99.556194,-65.606605
375036895,99.859663,-65.877292
375037245,99.857941,-65.140879
375037787,99.774538,-64.060947
375037872,99.665657,-63.907377
375038128,99.723360,-63.465076
375055723,99.815592,-62.793274
375055782,99.714971,-62.690136
375055919,99.834250,-62.422940
375056507,99.752182,-61.339335
375056704,99.684857,-60.980070
375056752,99.803303,-60.887442
375056762,99.852351,-60.868547
375056781,99.736778,-60.840512
375057226,99.746217,-60.034737
375057431,99.981303,-60.211686
375057545,99.991615,-60.439941
375057622,100.130889,-60.549412
375057695,100.088892,-60.700146
375058105,99.958434,-61.478203
375058244,99.948253,-61.735508
375058335,99.928431,-61.891840
375058426,100.049025,-62.068058
375059160,99.932155,-63.018884
375059392,99.961541,-63.204033
375059587,100.104140,-63.339246
375059949,100.039918,-63.645277
375060694,99.991121,-64.209213
375061802,100.100791,-65.146978
375061989,99.923384,-65.274408
375062455,100.024245,-65.632858
375062809,100.036931,-65.936693
375063025,100.363035,-65.718030
375063320,100.375147,-65.468686
375063426,100.136103,-65.329378
375064024,100.377047,-64.753850
375064476,100.316529,-64.359661
375088647,100.331380,-63.843197
375089061,100.220609,-63.113852
375089071,100.242938,-63.089325
375089118,100.273230,-62.983731
375089285,100.293399,-62.686814
375089600,100.280452,-62.162192
375089653,100.178265,-62.056980
375090431,100.151118,-60.666476
377017161,78.528820,-78.049383
381924233,76.307284,-59.771419
381924256,76.242916,-59.703218
381924625,76.298570,-58.445309
381924855,76.211607,-57.672313
381924968,76.330283,-57.299611
381925042,76.146929,-57.069478
381925156,76.328576,-56.781514
381925231,76.272955,-56.553868
381948899,76.420427,-56.745396
381949031,76.347967,-57.195028
381949075,76.505214,-57.344542
381949122,76.377734,-57.472702
381949148,76.447385,-57.553833
381949383,76.426323,-58.383946
381949387,76.404448,-58.392567
381949410,76.543309,-58.474657
381949946,76.554563,-59.590202
381950094,76.687883,-59.050960
381950507,76.559418,-57.693261
381950542,76.656497,-57.552330
381950568,76.717928,-57.465606
381950897,76.739371,-56.434040
381952656,76.812594,-56.802226
381973559,76.901041,-57.123260
381974261,76.956841,-59.451505
381974270,76.930819,-59.484078
381974367,76.927115,-59.801472
381974387,76.863781,-59.850286
381974611,77.165078,-59.270721
381974755,77.051908,-58.805186
381974776,77.045679,-58.712354
381974955,77.156398,-58.021619
381975024,76.985601,-57.772314
381975295,77.024998,-56.792629
381976232,77.420548,-59.723315
381976246,77.505009,-59.700544
381976323,77.428575,-59.493784
381976331,77.544389,-59.475714
381976770,77.528452,-58.111767
381976895,77.549757,-57.773797
381976956,77.546815,-57.586669
381978901,77.609048,-56.205970
381979089,77.646327,-56.822975
381979279,77.611468,-57.533272
381979314,77.704488,-57.615312
381979386,77.708717,-57.793843
381979550,77.721135,-58.359659
381979590,77.602712,-58.486371
381979901,77.605385,-59.535740
382028425,78.424851,-56.441348
382028487,78.421122,-56.561680
382028501,78.524022,-56.615723
382028854,78.572315,-57.659119
382028868,78.470148,-57.705175
382028930,78.502475,-57.926912
382029368,78.467410,-59.311894
382029529,78.602916,-59.865002
382030292,78.780246,-57.651366
382030398,78.816895,-57.310200
382030496,78.691699,-57.016876
382030585,78.686254,-56.780650
382030592,78.697851,-56.758527
382030618,78.695912,-56.692970
382030666,78.808179,-56.560989
382032469,78.911310,-56.175245
382032570,78.983678,-56.449939
382032572,78.898061,-56.463742
382032579,78.837316,-56.476366
382032911,79.022723,-57.533611
382032987,78.932525,-57.710758
382032993,78.984554,-57.731049
382033261,78.905609,-58.460121
382033285,79.008636,-58.507956
382033361,78.932952,-58.717908
382041479,78.865209,-59.619154
382041525,78.969471,-59.743018
382041735,79.140053,-59.510090
382041757,79.203543,-59.440951
382042321,79.095845,-57.865197
382042802,79.173313,-56.459954
382042904,79.213515,-56.145304
382044802,79.350346,-56.552977
382045019,79.400757,-57.179577
382045211,79.361237,-57.708503
382045620,79.263606,-58.727848
382065941,79.497792,-59.085495
382066186,79.614612,-58.473273
382066228,79.464736,-58.355859
382066323,79.476970,-58.091974
382066752,79.470904,-56.915442
382066804,79.524830,-56.771211
382067226,79.605225,-55.786886
382067245,79.590445,-55.737775
382067256,79.518769,-55.707200
382068685,79.781846,-56.193461
382068733,79.667079,-56.278006
382068748,79.728590,-56.305141
382069125,79.719193,-57.295542
382069435,79.656472,-58.053280
382069441,79.673931,-58.070589
382069455,79.680354,-58.127338
382069701,79.730869,-58.767484
382098485,79.684729,-59.592700
382098650,80.038536,-59.786279
382098944,79.903546,-58.898694
382099053,79.970515,-58.576331
382099509,79.937471,-57.248154
382099717,79.983101,-56.687867
382099937,80.040547,-55.973313
382101389,80.041665,-55.973576
382101770,80.169904,-57.077492
382101861,80.240481,-57.344298
382101865,80.218323,-57.353953
382102348,80.213640,-58.599878
382102385,80.150973,-58.711900
382144760,80.399948,-58.360337
382145139,80.455388,-57.320314
382145521,80.322538,-56.245359
382145732,80.353369,-55.688273
382146977,80.671394,-55.568860
382147162,80.627749,-56.040214
382147592,80.576144,-57.104257
382147598,80.580633,-57.116704
382147973,80.517325,-58.213553
382148025,80.480602,-58.376122
382148028,80.499322,-58.390003
382148132,80.575094,-58.706980
382157129,80.854591,-58.120774
382157212,80.814743,-57.850074
382157531,80.780211,-56.923455
382157731,80.709398,-56.340609
382157738,80.815120,-56.320467
382157798,80.742119,-56.149033
382157804,80.877793,-56.116798
382159195,80.902817,-55.563586
382159212,80.909109,-55.590795
382159282,80.940441,-55.774253
382159621,80.971859,-56.707961
382159772,80.905705,-57.135704
382159806,81.074465,-57.197104
382159947,80.942529,-57.554547
382160088,80.988975,-57.946888
382160101,80.936384,-57.982185
382160143,80.967492,-58.090977
382160146,81.001351,-58.095080
382160166,81.090630,-58.161975
382160187,81.046862,-58.213270
382160241,81.009068,-58.371167
382160308,80.916332,-58.551020
382186170,80.917488,-59.607887
382186532,81.101717,-59.254289
382186548,81.240259,-59.214732
382186823,81.236619,-58.477161
382186942,81.212635,-58.169003
382186972,81.207008,-58.100073
382187062,81.188530,-57.834409
382187251,81.173881,-57.288497
382187278,81.263088,-57.235273
382187616,81.237093,-56.215434
382187849,81.187169,-55.668161
382189151,81.298776,-55.625191
